domain;pdbid;datatype;IBS;IBS;IBS;IBS;IBS;IBS;nonIBS;nonIBS;nonIBS;nonIBS;nonIBS;nonIBS
PH;1x86G02;cathpdb;5;5;0;0;0;0;30;18;2;0;0;0
C1;1xa6A02;cathpdb;13;11;4;0;0;0;24;14;2;0;0;0
C2DIS;1xc6A04;cathpdb;6;6;0;0;0;0;29;24;2;0;0;0
C2DIS;1xc6A05;cathpdb;13;10;3;0;0;0;31;24;3;0;0;0
PH;1xd4A02;cathpdb;7;4;1;0;0;0;24;17;0;0;0;0
START;1xdfA00;cathpdb;12;8;0;0;0;0;32;17;0;0;0;0
START;1xfsA00;cathpdb;11;7;0;0;0;0;38;25;2;0;0;0
START;1xfsB00;cathpdb;13;8;1;0;0;0;36;25;0;0;0;0
START;1xn5A00;cathpdb;11;3;0;0;0;0;33;19;1;0;0;0
START;1xn6A00;cathpdb;7;4;1;0;0;0;45;21;1;0;0;0
PH;1xr0B01;cathpdb;12;8;0;0;0;0;25;17;1;0;0;0
PX;1xteA00;cathpdb;10;7;1;0;0;0;24;17;0;0;0;0
START;1xuvA00;cathpdb;10;6;0;0;0;0;39;19;2;1;0;0
START;1xuvB00;cathpdb;10;6;0;0;0;0;39;19;2;1;0;0
START;1xuvC00;cathpdb;10;6;0;0;0;0;39;19;2;1;0;0
PH;1xx0A00;cathpdb;14;8;0;0;0;0;25;14;1;0;0;0
C1;1xx6A02;cathpdb;6;2;0;0;0;0;27;14;3;0;0;0
C1;1xx6B02;cathpdb;6;2;0;0;0;0;27;15;4;0;0;0
PLA;1xxsA00;cathpdb;13;10;3;0;0;0;25;18;1;0;0;0
PLA;1y4lB00;cathpdb;12;10;3;0;0;0;25;18;2;0;0;0
PLA;1y6pB00;cathpdb;12;11;2;0;0;0;27;19;2;0;0;0
PLA;1y75A00;cathpdb;13;11;1;0;0;0;20;12;2;0;0;0
PLA;1y75B00;cathpdb;12;10;1;0;0;0;25;11;0;1;0;0
C1;1y8fA00;cathpdb;10;7;2;0;0;0;22;14;2;0;0;0
ANNEXIN;1ycnB04;cathpdb;12;7;0;0;0;0;21;12;3;0;0;0
PLD;1ydyB00;cathpdb;24;17;0;0;0;0;33;19;0;0;0;0
ANNEXIN;1yiiA01;cathpdb;9;7;1;0;0;0;26;13;0;0;0;0
ANNEXIN;1yiiA02;cathpdb;10;5;0;0;0;0;21;13;0;0;0;0
ANNEXIN;1yiiA03;cathpdb;13;8;1;0;0;0;21;11;1;1;0;0
ANNEXIN;1yiiA04;cathpdb;10;6;0;0;0;0;24;9;4;0;0;0
C2DIS;1yq2B01;cathpdb;10;8;2;0;0;0;35;28;0;0;0;0
C2;1yrkA00;cathpdb;7;7;1;0;0;0;25;17;0;0;0;0
PLA;1yxhA00;cathpdb;12;11;1;0;0;0;22;13;2;0;0;0
PLA;1yxlA00;cathpdb;12;10;0;0;0;0;24;14;2;1;0;0
PLA;1z76B00;cathpdb;11;9;4;0;0;0;21;19;1;0;0;0
PH;1z87A01;cathpdb;13;8;0;0;0;0;25;16;1;0;0;0
START;1z94A00;cathpdb;13;9;2;0;0;0;37;22;3;1;0;0
START;1z94B00;cathpdb;14;9;2;0;0;0;34;20;3;0;0;0
START;1z94C00;cathpdb;13;8;1;0;0;0;37;20;3;1;0;0
START;1z94D00;cathpdb;13;9;1;0;0;0;39;22;3;0;0;0
START;1z94E00;cathpdb;14;9;1;0;0;0;39;21;3;0;0;0
START;1z94F00;cathpdb;14;9;1;0;0;0;39;21;3;1;0;0
PH;1zc4D00;cathpdb;5;4;1;0;0;0;24;19;3;1;1;0
PLD;1zccB00;cathpdb;16;9;0;1;0;0;44;26;2;0;0;0
PH;1zm0B00;cathpdb;10;7;0;0;0;0;23;16;1;0;0;0
PH;1zvrA01;cathpdb;10;6;2;0;0;0;23;16;2;0;0;0
START;2a1lA00;cathpdb;16;12;1;0;0;0;34;28;2;0;0;0
PH;2adzA01;cathpdb;11;5;0;0;0;0;29;14;1;0;0;0
PH;2al6A03;cathpdb;8;6;1;0;0;0;25;17;1;0;0;0
PLA;2aozA00;cathpdb;12;10;3;0;0;0;21;16;0;0;0;0
C2;2b3rA00;cathpdb;14;9;1;0;0;0;37;24;0;0;0;0
C2DIS;2b9vJ03;cathpdb;5;4;0;0;0;0;41;31;2;0;0;0
PLA;2baxA00;cathpdb;10;9;1;0;0;0;22;16;1;0;0;0
C2DIS;2bbaA00;cathpdb;14;10;1;0;0;0;31;26;1;0;0;0
PLA;2bchA00;cathpdb;11;10;3;0;0;0;25;16;1;0;0;0
C2DIS;2bgpA00;cathpdb;8;4;1;0;0;0;40;23;2;0;0;0
START;2bk0B00;cathpdb;8;6;0;0;0;0;33;20;0;0;0;0
PLA;2bp2A00;cathpdb;13;10;2;0;0;0;25;16;1;0;0;0
PLA;2bppA00;cathpdb;12;10;1;0;0;0;22;16;1;0;0;0
C2DIS;2bq9C03;cathpdb;14;9;0;0;0;0;35;18;1;2;0;0
C2;2bwqA00;cathpdb;9;6;0;0;0;0;32;23;2;0;0;0
C2DIS;2c26A02;cathpdb;10;7;0;0;0;0;35;20;2;1;0;0
C2DIS;2c4xA02;cathpdb;9;7;0;0;0;0;36;22;1;1;0;0
C2DIS;2c9kA02;cathpdb;13;11;1;0;0;0;29;21;1;0;0;0
PH;2cayA00;cathpdb;13;11;3;0;0;0;32;21;3;0;0;0
C2DIS;2cdoA00;cathpdb;11;3;0;0;0;0;34;23;1;2;0;0
C2DIS;2cdoB00;cathpdb;10;3;0;0;0;0;31;20;1;3;0;0
C2DIS;2cdoC00;cathpdb;10;3;0;2;0;0;37;22;1;0;0;0
C2DIS;2cdoD00;cathpdb;10;3;0;1;0;0;33;21;1;1;0;0
C2DIS;2cdpC00;cathpdb;8;2;0;2;0;0;42;24;1;1;0;0
C2;2cjsA01;cathpdb;8;6;2;0;0;0;38;29;3;0;0;0
C2;2cjtD00;cathpdb;9;6;2;0;0;0;36;29;5;1;1;0
C2;2cm5A00;cathpdb;13;9;3;0;0;0;34;19;0;2;0;0
C2;2cm6A00;cathpdb;14;8;3;0;0;0;33;18;0;1;0;0
PH;2coaA01;cathpdb;13;9;1;0;0;0;25;15;2;0;0;0
PH;2cocA01;cathpdb;8;5;0;0;0;0;30;22;1;0;0;0
PH;2codA01;cathpdb;10;8;3;0;0;0;22;16;2;0;0;0
PH;2cofA00;cathpdb;10;8;0;0;0;0;25;14;0;0;0;0
PX;2cskA00;cathpdb;14;12;3;0;0;0;18;12;0;0;0;0
PH;2cy4A00;cathpdb;11;6;0;0;0;0;26;16;1;0;0;0
PH;2cy5A00;cathpdb;10;6;0;0;0;0;28;17;1;0;0;0
PX;2czoA00;cathpdb;7;6;1;0;0;0;30;16;3;0;0;0
PH;2d11B03;cathpdb;10;7;0;0;0;0;26;17;5;0;0;0
START;2d4rA00;cathpdb;15;9;3;0;0;0;36;18;0;3;1;0
START;2d4rB00;cathpdb;15;9;3;0;0;0;34;19;0;1;0;0
START;2d4rC00;cathpdb;16;9;3;0;0;0;38;19;1;1;0;0
START;2d4rD00;cathpdb;16;9;3;0;0;0;36;20;0;2;1;0
C2;2d8kA00;cathpdb;10;7;2;0;0;0;34;23;2;0;0;0
PH;2d9vA01;cathpdb;12;8;2;0;0;0;32;17;2;0;0;0
PH;2d9wA01;cathpdb;12;8;1;0;0;0;29;15;4;1;1;0
PH;2d9xA01;cathpdb;8;6;2;0;0;0;28;17;1;0;0;0
PH;2d9yA00;cathpdb;10;7;0;0;0;0;25;17;0;0;0;0
PH;2d9zA01;cathpdb;12;8;1;0;0;0;21;18;3;0;0;0
PH;2da0A00;cathpdb;14;9;1;0;0;0;18;14;1;1;0;0
C1;2db6A01;cathpdb;12;8;3;0;0;0;25;17;1;0;0;0
C2DIS;2dckA02;cathpdb;5;4;1;1;0;0;40;20;1;0;0;0
C2DIS;2dduA01;cathpdb;3;3;1;0;0;0;39;27;4;1;0;0
C2DIS;2dduA03;cathpdb;7;4;1;0;0;0;37;23;4;0;0;0
PH;2dhiA00;cathpdb;10;7;1;0;0;0;27;14;1;0;0;0
PH;2dhjA00;cathpdb;15;8;0;0;0;0;25;19;2;0;0;0
PH;2dhkA01;cathpdb;8;6;1;0;0;0;25;14;0;0;0;0
PH;2dkpA01;cathpdb;13;8;2;0;0;0;28;17;2;0;0;0
PH;2dkqA01;cathpdb;11;7;1;1;0;0;31;17;1;3;1;0
PH;2dlwA00;cathpdb;10;7;0;0;0;0;25;17;0;0;0;0
C2;2dmgA00;cathpdb;9;7;2;0;0;0;35;20;0;0;0;0
C2;2dmhA00;cathpdb;14;7;1;0;0;0;29;17;3;1;0;0
PH;2dn6A00;cathpdb;11;8;0;0;0;0;29;15;1;0;0;0
PLA;2do2A00;cathpdb;12;10;5;0;0;0;26;20;1;1;0;0
PH;2dtcA00;cathpdb;9;8;2;0;0;0;25;17;1;0;0;0
PH;2dtcB00;cathpdb;12;8;2;0;0;0;24;16;1;0;0;0
PH;2dx1A03;cathpdb;12;9;2;0;0;0;25;18;1;0;0;0
PH;2dx5A00;cathpdb;9;7;0;0;0;0;26;18;3;0;0;0
PX;2dybA01;cathpdb;13;8;1;1;1;0;24;17;1;0;0;0
PX;2dybB01;cathpdb;12;7;1;0;0;0;32;24;1;0;0;0
PH;2dynA00;cathpdb;13;8;3;0;0;0;30;20;5;0;0;0
C2DIS;2e26A01;cathpdb;9;7;1;0;0;0;35;22;4;0;0;0
C2DIS;2e31A02;cathpdb;19;12;2;0;0;0;37;24;3;0;0;0
C2DIS;2e33A00;cathpdb;18;10;1;0;0;0;36;23;2;1;0;0
START;2e3mA00;cathpdb;10;9;2;0;0;0;37;28;1;0;0;0
C1;2e73A01;cathpdb;11;8;4;0;0;0;28;17;2;0;0;0
C2DIS;2eieA01;cathpdb;13;4;0;0;0;0;35;22;1;0;0;0
C1;2eliA01;cathpdb;12;9;5;0;0;0;20;14;3;0;0;0
C2;2enjA00;cathpdb;15;9;2;0;0;0;25;17;2;0;0;0
C1;2ennA01;cathpdb;8;6;2;0;0;0;23;16;1;0;0;0
C2;2enpA00;cathpdb;9;8;2;0;0;0;35;25;5;0;0;0
C2;2enqA00;cathpdb;12;9;1;0;0;0;28;21;3;0;0;0
C1;2enzA01;cathpdb;10;9;3;1;1;1;28;13;3;0;0;0
C2;2ep6A01;cathpdb;8;7;2;1;0;0;32;26;4;1;1;0
PX;2ettA00;cathpdb;12;7;0;0;0;0;31;21;3;1;0;0
PLD;2f9rA00;cathpdb;13;10;4;0;0;0;41;24;0;0;0;0
START;2ffsA00;cathpdb;7;6;1;0;0;0;36;24;3;1;1;0
START;2ffsB00;cathpdb;7;5;1;0;0;0;38;26;3;1;1;0
PH;2fjlA00;cathpdb;8;6;0;0;0;0;30;22;3;0;0;0
PLD;2fjuB03;cathpdb;15;10;2;0;0;0;40;26;2;1;1;0
C2;2fk9A00;cathpdb;11;8;2;0;0;0;25;14;1;0;0;0
PH;2g35A00;cathpdb;13;9;0;0;0;0;24;13;3;0;0;0
PH;2gcjD02;cathpdb;7;5;0;0;0;0;31;19;2;0;0;0
PH;2gclA02;cathpdb;6;6;0;0;0;0;33;21;2;0;0;0
PH;2gclB02;cathpdb;8;5;0;0;0;0;33;22;2;0;0;0
C1;2gviA03;cathpdb;12;7;2;0;0;0;17;8;3;0;0;0
ANNEXIN;2h0kB01;cathpdb;9;7;1;0;0;0;25;13;0;0;0;0
ANNEXIN;2h0kB03;cathpdb;9;5;1;0;0;0;24;16;1;0;0;0
ANNEXIN;2h0lA01;cathpdb;9;6;1;0;0;0;25;14;0;1;0;0
ANNEXIN;2h0lA02;cathpdb;9;6;1;0;0;0;26;14;0;0;0;0
ANNEXIN;2h0mA03;cathpdb;8;5;1;0;0;0;23;14;2;0;0;0
ANNEXIN;2h0mA04;cathpdb;8;5;0;0;0;0;21;7;4;1;0;0
PLA;2h4cA00;cathpdb;13;10;3;0;0;0;27;15;2;2;0;0
PLA;2h4cH00;cathpdb;12;12;6;0;0;0;23;17;1;1;0;0
PH;2h7dA00;cathpdb;13;9;0;0;0;0;26;20;2;0;0;0
PLA;2h8iB00;cathpdb;11;9;3;0;0;0;27;19;1;0;0;0
PH;2he7A03;cathpdb;8;5;1;0;0;0;28;18;6;0;0;0
PH;2hthB00;cathpdb;14;11;2;0;0;0;25;21;6;0;0;0
ANNEXIN;2hyvA01;cathpdb;8;6;0;0;0;0;22;11;0;0;0;0
ANNEXIN;2hyvA02;cathpdb;11;7;1;0;0;0;21;10;1;0;0;0
ANNEXIN;2hyvA03;cathpdb;10;6;0;0;0;0;25;16;3;0;0;0
ANNEXIN;2hyvA04;cathpdb;11;7;0;0;0;0;26;9;3;2;0;0
C2DIS;2hyxB02;cathpdb;7;4;1;0;0;0;32;22;1;0;0;0
PLA;2i0uE00;cathpdb;11;11;4;0;0;0;22;14;2;0;0;0
PH;2i1kA03;cathpdb;9;7;0;0;0;0;26;16;3;0;0;0
PX;2i4kA00;cathpdb;16;12;1;0;0;0;19;14;1;0;0;0
PH;2i5fA00;cathpdb;12;8;0;0;0;0;26;16;1;0;0;0
START;2i9yA00;cathpdb;6;3;0;0;0;0;32;16;1;1;0;0
C2DIS;2id4A02;cathpdb;0;0;0;0;0;0;46;25;1;1;0;0
ANNEXIN;2ie6A04;cathpdb;8;5;0;0;0;0;24;10;5;0;0;0
ANNEXIN;2iicA02;cathpdb;9;6;1;0;0;0;24;14;5;0;0;0
ANNEXIN;2iicA03;cathpdb;14;8;2;0;0;0;31;16;4;0;0;0
ANNEXIN;2iicA04;cathpdb;14;12;1;0;0;0;28;12;4;0;0;0
ANNEXIN;2iicC01;cathpdb;12;7;0;0;0;0;22;14;1;1;1;0
START;2il5A00;cathpdb;11;8;1;0;0;0;26;18;0;0;0;0
PX;2iwlX00;cathpdb;9;7;2;0;0;0;27;22;4;0;0;0
C2DIS;2j1fA00;cathpdb;14;9;0;0;0;0;28;21;0;0;0;0
C2DIS;2j1vA00;cathpdb;12;4;0;0;0;0;35;19;1;2;0;0
C2DIS;2j22A00;cathpdb;12;4;0;0;0;0;35;20;2;1;0;0
PH;2j59N00;cathpdb;7;6;0;0;0;0;32;23;2;0;0;0
C1;2j87B02;cathpdb;5;2;0;0;0;0;18;12;3;0;0;0
C1;2j9rA02;cathpdb;7;2;0;0;0;0;20;15;3;0;0;0
C1;2ja1A02;cathpdb;7;2;0;0;0;0;21;14;4;0;0;0
C2DIS;2jdaB00;cathpdb;12;6;0;0;0;0;36;29;1;0;0;0
C2;2jqzA00;cathpdb;7;7;2;0;0;0;27;12;0;2;0;0
PH;2k2jA00;cathpdb;13;9;2;0;0;0;18;12;0;0;0;0
C2;2k3hA00;cathpdb;11;7;1;0;0;0;39;23;2;0;0;0
C2;2k45A00;cathpdb;11;6;2;0;0;0;30;17;1;0;0;0
START;2k5gA01;cathpdb;19;12;0;0;0;0;32;17;1;1;0;0
START;2k7hA00;cathpdb;11;7;0;0;0;0;32;20;0;0;0;0
PH;2kcjA00;cathpdb;9;5;2;0;0;0;24;16;2;0;0;0
START;2kczA00;cathpdb;11;8;4;0;0;0;36;25;4;0;0;0
C2DIS;2kd7A00;cathpdb;11;6;0;0;0;0;32;16;2;1;0;0
START;2kewA00;cathpdb;9;5;0;0;0;0;35;9;1;1;0;0
START;2kf2A00;cathpdb;12;6;1;0;0;0;44;30;3;0;0;0
START;2kteA00;cathpdb;5;5;1;0;0;0;34;21;4;0;0;0
START;2l65A00;cathpdb;12;8;2;0;0;0;30;21;2;0;0;0
PX;2l73A00;cathpdb;11;9;2;0;0;0;22;15;2;0;0;0
START;2l8oA00;cathpdb;12;8;0;0;0;0;33;24;1;1;0;0
C2DIS;2l9lA00;cathpdb;10;4;1;0;0;0;34;20;4;0;0;0
START;2l9pA00;cathpdb;9;6;0;0;0;0;38;24;1;0;0;0
START;2lakA00;cathpdb;12;8;1;0;0;0;22;14;1;0;0;0
START;2ldkA00;cathpdb;16;10;0;0;0;0;33;21;0;0;0;0
START;2le1A00;cathpdb;6;4;0;0;0;0;38;24;1;1;0;0
START;2leqA00;cathpdb;8;5;1;0;0;0;32;25;1;0;0;0
START;2lf2A00;cathpdb;6;4;0;0;0;0;34;26;2;0;0;0
PH;2lg1A02;cathpdb;10;8;0;0;0;0;25;19;1;0;0;0
START;2lghA00;cathpdb;8;5;0;0;0;0;27;17;1;1;0;0
START;2lioA00;cathpdb;7;5;0;0;0;0;36;27;4;0;0;0
PH;2lkoA00;cathpdb;13;9;2;0;0;0;26;16;4;0;0;0
START;2lpxA00;cathpdb;8;6;1;0;0;0;28;19;3;0;0;0
C2DIS;2ls6A00;cathpdb;8;6;0;0;0;0;36;22;2;0;0;0
PH;2lulA00;cathpdb;10;9;1;0;0;0;29;20;5;0;0;0
START;2luzA00;cathpdb;9;7;1;0;0;0;36;22;0;1;0;0
C2DIS;2lw8A00;cathpdb;13;9;1;0;0;0;23;17;3;0;0;0
PH;2lydA00;cathpdb;12;7;1;0;0;0;28;22;2;0;0;0
PH;2m14A00;cathpdb;6;3;0;0;0;0;33;18;0;0;0;0
START;2m47A00;cathpdb;9;5;0;0;0;0;27;20;2;0;0;0
START;2m89A00;cathpdb;4;3;0;0;0;0;32;21;2;0;0;0
PH;2mdxA00;cathpdb;8;6;3;0;0;0;23;13;2;0;0;0
PH;2mfqA00;cathpdb;6;4;0;1;0;0;26;18;1;0;0;0
START;2mouA00;cathpdb;9;8;0;0;0;0;37;23;2;0;0;0
C2;2n1tE00;cathpdb;10;6;1;0;0;0;36;27;3;0;0;0
START;2n4bA00;cathpdb;13;8;1;0;0;0;27;16;1;0;0;0
START;2nn5A00;cathpdb;14;10;0;0;0;0;29;22;1;1;1;0
PLA;2notB00;cathpdb;12;10;0;0;0;0;25;13;3;0;0;0
C2;2nq3A00;cathpdb;12;9;3;0;0;0;30;20;2;0;0;0
START;2ns9A01;cathpdb;18;9;1;1;0;0;30;13;0;0;0;0
C2;2nsqA00;cathpdb;11;7;1;0;0;0;30;21;3;0;0;0
PLD;2o55A00;cathpdb;20;14;2;0;0;0;45;32;3;2;0;0
PLA;2ok9B00;cathpdb;13;11;5;0;0;0;26;16;2;0;0;0
C2DIS;2okxA01;cathpdb;9;7;0;0;0;0;32;21;3;1;0;0
C2DIS;2okxA02;cathpdb;3;3;0;0;0;0;39;30;5;0;0;0
C2DIS;2okxA03;cathpdb;10;8;0;0;0;0;41;28;0;0;0;0
PH;2oqbA00;cathpdb;13;10;0;0;0;0;23;15;2;0;0;0
PLA;2oqdB00;cathpdb;13;7;3;0;0;0;28;17;0;0;0;0
PLD;2or2B00;cathpdb;12;9;1;1;0;0;42;27;1;1;1;0
C1;2orvB02;cathpdb;5;2;0;0;0;0;21;14;4;0;0;0
C2DIS;2orxA01;cathpdb;13;9;0;0;0;0;30;19;3;3;1;0
C2DIS;2orxA02;cathpdb;5;5;0;0;0;0;34;22;1;0;0;0
PLA;2oshA00;cathpdb;11;10;1;0;0;0;23;13;2;2;0;0
PLA;2osnA00;cathpdb;11;11;2;0;0;0;26;16;1;0;0;0
PLD;2otdA01;cathpdb;14;9;1;0;0;0;41;24;0;1;0;0
PLD;2otdB01;cathpdb;14;9;1;0;0;0;39;24;0;1;0;0
PLD;2otdC01;cathpdb;14;9;1;0;0;0;40;24;0;0;0;0
PLD;2otdD01;cathpdb;13;10;1;0;0;0;40;25;0;1;0;0
PH;2p0hA00;cathpdb;12;6;0;1;0;0;34;23;1;0;0;0
PLD;2p76C00;cathpdb;13;8;0;0;0;0;42;28;0;1;0;0
START;2pcsA00;cathpdb;12;8;0;0;0;0;43;22;3;1;0;0
PLA;2ph4A00;cathpdb;13;10;3;0;0;0;27;15;1;0;0;0
PLA;2phiA00;cathpdb;12;10;2;0;0;0;27;17;2;0;0;0
START;2psoB02;cathpdb;9;6;0;0;0;0;30;20;1;0;0;0
PLD;2ptdA00;cathpdb;13;12;2;0;0;0;40;28;1;1;1;0
PLA;2pvtA00;cathpdb;12;10;5;0;0;0;26;18;1;1;0;0
PLD;2pz0B00;cathpdb;14;9;1;0;0;0;39;27;5;1;0;0
PH;2pz1A03;cathpdb;12;9;2;0;0;0;30;18;2;1;0;0
C2;2q0zX03;cathpdb;6;5;1;0;0;0;35;26;0;1;0;0
START;2q3qA00;cathpdb;5;5;0;0;0;0;36;23;3;0;0;0
START;2q3qB00;cathpdb;7;7;0;0;0;0;36;22;3;0;0;0
C2;2q3xA00;cathpdb;8;4;0;0;0;0;32;22;1;1;0;0
C2;2q3xB00;cathpdb;8;4;0;0;0;0;33;24;1;1;0;0
ANNEXIN;2q4cA01;cathpdb;7;7;1;0;0;0;22;13;2;0;0;0
ANNEXIN;2q4cA02;cathpdb;13;8;0;0;0;0;22;13;2;1;0;0
ANNEXIN;2q4cA03;cathpdb;10;8;0;0;0;0;28;16;2;0;0;0
C2DIS;2qbxA00;cathpdb;14;10;2;0;0;0;35;27;2;0;0;0
PLA;2qhgC00;cathpdb;12;10;3;0;0;0;30;18;1;0;0;0
PH;2qkmC00;cathpdb;12;7;0;0;0;0;32;25;4;0;0;0
PLA;2qogA00;cathpdb;13;10;2;0;0;0;25;17;3;0;0;0
PLA;2qogC00;cathpdb;14;12;4;0;0;0;25;15;4;0;0;0
START;2qpvA00;cathpdb;10;5;0;0;0;0;31;21;1;0;0;0
START;2qpvB00;cathpdb;10;6;0;0;0;0;31;19;1;0;0;0
C1;2qq0A02;cathpdb;7;3;1;0;0;0;25;12;1;0;0;0
C2DIS;2qqjA01;cathpdb;15;9;0;0;0;0;31;21;0;0;0;0
C2DIS;2qqlA03;cathpdb;12;7;0;1;0;0;35;21;2;0;0;0
C2DIS;2qqlA04;cathpdb;6;5;2;0;0;0;26;16;3;0;0;0
C2DIS;2qqmA02;cathpdb;11;8;0;0;0;0;32;22;4;1;1;0
C2DIS;2qqmA03;cathpdb;6;5;0;0;0;0;35;24;2;0;0;0
C2DIS;2qqnA00;cathpdb;12;9;0;0;0;0;32;19;2;1;1;0
C2;2qz5A00;cathpdb;6;4;0;0;0;0;35;23;1;1;0;0
C2;2qzqA00;cathpdb;5;3;0;0;0;0;36;29;2;1;0;0
PH;2r09A03;cathpdb;13;10;1;0;0;0;31;19;2;1;1;0
PH;2r09B03;cathpdb;13;10;1;0;0;0;31;20;1;1;1;0
START;2r55B00;cathpdb;7;7;2;0;0;0;31;25;4;0;0;0
C2;2r83B01;cathpdb;8;6;1;0;0;0;36;25;2;1;0;0
PX;2raiA02;cathpdb;9;7;1;0;0;0;29;23;1;0;0;0
PX;2raiB02;cathpdb;7;5;0;0;0;0;26;22;0;0;0;0
PX;2rajA02;cathpdb;13;8;2;0;0;0;26;19;1;0;0;0
PX;2reaA00;cathpdb;12;9;4;0;0;0;33;23;5;0;0;0
START;2resA00;cathpdb;16;9;0;0;0;0;32;18;1;0;0;0
START;2rezA00;cathpdb;11;6;0;0;0;0;27;16;1;0;0;0
PH;2rgnB02;cathpdb;11;6;2;0;0;0;34;18;2;0;0;0
C2DIS;2rj2A00;cathpdb;18;10;1;0;0;0;34;22;2;1;0;0
PH;2rloA00;cathpdb;14;11;2;0;0;0;21;13;3;0;0;0
PH;2rovA00;cathpdb;12;8;0;0;0;0;32;19;2;0;0;0
C1;2rowA01;cathpdb;8;7;3;0;0;0;24;14;2;0;0;0
PH;2rsgA00;cathpdb;11;6;2;0;0;0;27;15;2;0;0;0
C1;2uz3A02;cathpdb;5;2;0;0;0;0;24;18;4;0;0;0
C2;2uzpA00;cathpdb;13;8;0;0;0;0;34;26;3;0;0;0
C2;2uzpB00;cathpdb;12;8;0;0;0;0;36;27;3;0;0;0
C2;2uzpC00;cathpdb;12;7;0;0;0;0;34;25;3;0;0;0
PH;2uzsA00;cathpdb;11;9;2;0;0;0;25;17;2;0;0;0
PX;2v14A00;cathpdb;11;9;3;0;0;0;33;27;2;0;0;0
C2DIS;2v4vA00;cathpdb;10;2;0;0;0;0;46;19;0;0;0;0
PX;2v6vA00;cathpdb;12;9;1;0;0;0;28;16;2;0;0;0
PX;2v6vB00;cathpdb;10;8;1;0;0;0;29;15;2;0;0;0
C2DIS;2v72A00;cathpdb;12;5;0;0;0;0;28;18;2;1;1;0
PH;2v76D00;cathpdb;12;9;0;0;0;0;23;16;0;0;0;0
C2DIS;2vc9A01;cathpdb;9;3;0;0;0;0;39;28;0;0;0;0
START;2vjgC00;cathpdb;5;4;0;0;0;0;35;21;0;0;0;0
PH;2vkiA00;cathpdb;8;6;2;0;0;0;39;23;0;1;0;0
C2DIS;2vmdA01;cathpdb;11;10;0;0;0;0;27;17;1;0;0;0
START;2vneA01;cathpdb;7;5;0;0;0;0;33;19;3;0;0;0
START;2vneB00;cathpdb;7;5;1;0;0;0;30;20;1;0;0;0
START;2vq5A01;cathpdb;7;5;0;0;0;0;30;20;3;0;0;0
START;2vq5B00;cathpdb;6;4;0;0;0;0;31;20;1;0;0;0
C2DIS;2vr4B01;cathpdb;12;10;4;0;0;0;28;20;1;0;0;0
PH;2vrwB02;cathpdb;10;6;0;0;0;0;25;19;1;0;0;0
C1;2vrwB03;cathpdb;10;9;3;0;0;0;26;13;2;0;0;0
PH;2vszA02;cathpdb;6;5;0;0;0;0;33;23;1;0;0;0
C2DIS;2vtfB02;cathpdb;10;6;0;0;0;0;43;22;0;0;0;0
C2DIS;2vzpB00;cathpdb;8;5;0;0;0;0;44;21;1;0;0;0
C2DIS;2vzvA01;cathpdb;17;12;4;0;0;0;29;20;1;1;0;0
C2DIS;2w1sA00;cathpdb;12;5;0;0;0;0;38;24;0;0;0;0
C2DIS;2w1sB00;cathpdb;13;5;0;0;0;0;38;21;0;1;1;0
C2DIS;2w1uC00;cathpdb;15;6;0;0;0;0;35;21;0;0;0;0
C2DIS;2w1wA00;cathpdb;8;4;0;0;0;0;44;18;2;0;0;0
PH;2w2wB00;cathpdb;12;9;1;0;0;0;23;15;0;1;1;0
PH;2w2xC00;cathpdb;11;8;2;0;0;0;18;12;1;0;0;0
C2DIS;2w3jA00;cathpdb;10;8;0;0;0;0;43;21;0;0;0;0
C2DIS;2w46A00;cathpdb;9;6;0;0;0;0;40;19;0;0;0;0
C2DIS;2w5fA01;cathpdb;7;4;0;0;0;0;27;18;0;0;0;0
C2DIS;2w91A02;cathpdb;15;11;1;0;0;0;41;23;0;1;0;0
C2DIS;2w9xA01;cathpdb;7;6;1;0;0;0;27;19;1;1;0;0
C2DIS;2waaA01;cathpdb;4;3;0;0;0;0;26;20;3;0;0;0
C2DIS;2waoA01;cathpdb;5;4;0;0;0;0;29;22;1;1;0;0
C2DIS;2wdbD00;cathpdb;14;5;0;0;0;0;36;22;0;0;0;0
PLA;2wg8A00;cathpdb;16;10;2;0;0;0;23;17;4;0;0;0
PLA;2wg8B00;cathpdb;16;11;4;0;0;0;26;16;4;0;0;0
PLA;2wg9B00;cathpdb;16;10;2;0;0;0;23;17;3;0;0;0
C2DIS;2wn2A01;cathpdb;9;7;1;0;0;0;35;23;2;1;0;0
C2DIS;2wo2A00;cathpdb;13;10;3;0;0;0;31;25;2;0;0;0
PLA;2wq5A00;cathpdb;13;11;1;0;0;0;23;12;2;2;1;0
C2DIS;2wq8A01;cathpdb;13;5;0;0;0;0;35;22;1;0;0;0
C2DIS;2wuhA00;cathpdb;9;3;0;1;0;0;33;23;2;1;0;0
C1;2wvjH02;cathpdb;5;2;0;0;0;0;21;14;4;0;0;0
PX;2wweA01;cathpdb;10;9;2;0;0;0;28;17;0;0;0;0
C2;2wxeA03;cathpdb;6;4;1;0;0;0;35;28;3;1;0;0
C2DIS;2wysA01;cathpdb;7;4;0;0;0;0;34;21;2;0;0;0
C2DIS;2wysB01;cathpdb;9;6;0;0;0;0;33;23;2;0;0;0
